8.1175
7.8018
7.8957
7.7978
6.8473
6.5317
5.6339
4.3771
5.2133
5.9440
6.9430
6.8851
7.3245
6.7647
5.5990
5.2061
5.4748
5.7004
5.6438
5.8358
6.3665
6.3352
8.4252
7.2937
8.1046
8.3038
7.1781
9.8660
9.3214
8.5120
