-2.6005,-0.2025,4.4666
-0.1638,-0.5704,-5.1154
-0.1688,-0.5739,-5.1363
-0.1690,-0.5770,-5.1404
-0.1687,-0.5758,-5.1380
-0.1705,-0.5756,-5.1423
-1.2110,-0.3627,0.7459
-0.1742,-0.5751,-5.1569
-1.4464,-0.2673,3.3283
-1.2052,-0.3625,0.7498
-1.2060,-0.3631,0.7437
-1.2045,-0.3635,0.7470
-1.2033,-0.3622,0.7414
-1.2038,-0.3612,0.7435
-1.2053,-0.3606,0.7418
-1.2070,-0.3613,0.7403
-1.2088,-0.3612,0.7414
-1.2095,-0.3615,0.7423
-1.2091,-0.3612,0.7433
-1.2096,-0.3609,0.7428
2.8748,0.3213,3.2977
2.8705,0.3253,3.2960
2.8661,0.3255,3.2934
2.8640,0.3248,3.2915
2.8599,0.3247,3.2887
2.8586,0.3205,3.2867
2.8530,0.3194,3.2828
2.8508,0.3196,3.2815
2.8436,0.3234,3.2781
2.8377,0.3249,3.2752
2.8245,0.3250,3.2673
2.8194,0.3227,3.2636
2.8117,0.3272,3.2602
2.8007,0.3286,3.2539
2.7949,0.3272,3.2499
2.7890,0.3248,3.2455
3.9709,0.4744,2.7311
3.9774,0.4776,2.7186
3.9838,0.4796,2.7065
3.9885,0.5229,2.6913
3.9896,0.5216,2.6826
3.9914,0.5201,2.6724
3.9930,0.5210,2.6624
3.9911,0.5206,2.6567
3.9894,0.5123,2.6534
3.9958,0.5153,2.6336
3.9973,0.5155,2.6225
3.9988,0.5124,2.6111
4.0015,0.5088,2.5984
4.0055,0.5128,2.5825
4.0040,0.5150,2.5763
4.0069,0.5139,2.5585
4.0071,0.5158,2.5491
4.0121,0.5170,2.5285
4.0121,0.5182,2.5184
4.0131,0.5202,2.5058
4.0167,0.5253,2.4884
4.0190,0.5291,2.4698
4.0158,0.5334,2.4644
4.0169,0.5359,2.4486
4.0209,0.5423,2.4273
4.0185,0.5430,2.4166
4.0147,0.5481,2.4103
4.0099,0.5541,2.4026
4.0048,0.5625,2.3976
4.0003,0.5701,2.3879
3.9963,0.5722,2.3797
3.9924,0.5789,2.3693
3.9866,0.5789,2.3640
3.9851,0.5855,2.3436
3.9796,0.5859,2.3322
3.9740,0.5849,2.3223
3.9653,0.5873,2.3164
3.9613,0.5896,2.3036
3.9537,0.5931,2.2905
3.9457,0.5901,2.2874
3.9382,0.5928,2.2767
3.9324,0.5949,2.2569
3.9256,0.5991,2.2433
3.9173,0.5989,2.2322
3.9131,0.6032,2.2045
3.9059,0.6004,2.1934
3.8942,0.5979,2.1852
3.8904,0.6067,2.1539
3.8806,0.6013,2.1439
3.8679,0.5988,2.1344
3.8606,0.5957,2.1231
3.8522,0.5865,2.1082
3.8444,0.5878,2.0857
3.8314,0.5851,2.0701
3.8217,0.5812,2.0515
3.8081,0.5773,2.0386
3.7991,0.5804,2.0055
3.7909,0.5786,1.9842
3.7768,0.5789,1.9637
3.7669,0.5796,1.9362
3.7539,0.5828,1.9198
3.7383,0.5811,1.9054
3.7203,0.5803,1.8939
3.6984,0.5823,1.8826
3.6808,0.5795,1.8749
3.6608,0.5777,1.8619
3.6380,0.5830,1.8378
3.6179,0.5791,1.8259
3.5920,0.5882,1.8076
3.5699,0.5922,1.7883
3.5430,0.5947,1.7804
3.5138,0.6014,1.7717
3.4853,0.5995,1.7587
3.4537,0.6016,1.7464
3.4195,0.6058,1.7316
3.3891,0.6029,1.7215
3.3538,0.6058,1.7178
3.3145,0.6089,1.7022
3.2800,0.6127,1.7008
3.2411,0.6090,1.6839
3.2088,0.6171,1.6573
3.1718,0.6112,1.6492
3.1276,0.6189,1.6342
3.0864,0.6122,1.6214
3.0367,0.6108,1.6127
2.9893,0.5995,1.6007
2.9535,0.6044,1.5944
2.9105,0.6102,1.5788
2.8626,0.6062,1.5574
2.8005,0.6080,1.5310
2.7505,0.6004,1.5044
2.6955,0.6029,1.4952
2.6385,0.6017,1.4633
2.5792,0.5985,1.4501
2.5129,0.5908,1.4197
2.4530,0.5850,1.3994
2.3912,0.5671,1.3912
2.3343,0.5730,1.3791
2.2762,0.5690,1.3728
2.2135,0.5647,1.3606
2.1419,0.5584,1.3564
2.0692,0.5557,1.3484
1.9990,0.5578,1.3235
1.9201,0.5573,1.3231
1.8355,0.5524,1.2957
