-2.6393,-0.2778,4.4291
-0.3627,-0.5955,-5.2694
-0.3669,-0.5966,-5.2674
-0.3670,-0.6000,-5.2770
-0.3659,-0.5996,-5.2705
-0.3654,-0.5993,-5.2673
-0.3677,-0.5967,-5.2624
-0.3674,-0.5981,-5.2631
-0.3748,-0.5932,-5.2915
-0.1616,-0.5141,-5.0806
-1.3803,-0.4301,0.6176
-1.3814,-0.4285,0.6258
-1.3802,-0.4235,0.6202
-1.3811,-0.4211,0.6206
-1.3816,-0.4218,0.6190
-1.3833,-0.4194,0.6167
-1.3832,-0.4190,0.6191
-1.3831,-0.4184,0.6210
-1.3809,-0.4191,0.6226
-1.3809,-0.4192,0.6213
-1.3807,-0.4192,0.6209
2.8804,0.3015,3.2944
2.8839,0.2820,3.2919
2.8797,0.2972,3.2921
2.8793,0.2950,3.2912
2.8798,0.2973,3.2919
-1.3822,-0.4187,0.6116
2.8909,0.2181,3.2838
2.8867,0.2183,3.2812
2.8831,0.2221,3.2806
2.8752,0.2265,3.2766
2.8640,0.2183,3.2686
2.8543,0.2246,3.2637
2.8476,0.2289,3.2603
2.8396,0.2275,3.2551
2.8315,0.2226,3.2494
3.9652,0.3346,2.7458
3.9789,0.3241,2.7196
3.9857,0.3231,2.7068
4.0006,0.3639,2.6773
3.9627,0.3390,2.7468
3.9578,0.3349,2.7541
3.9438,0.3314,2.7680
2.8353,0.1907,3.2473
2.8376,0.1895,3.2488
2.8354,0.1862,3.2469
2.8356,0.1859,3.2472
4.0380,0.3101,2.6039
3.9544,0.2953,2.7631
3.9464,0.2998,2.7748
3.9393,0.3103,2.7703
3.9364,0.3137,2.7678
3.9346,0.3141,2.7634
3.9331,0.3139,2.7578
3.9682,0.3087,2.6752
3.9683,0.3047,2.6643
3.9629,0.3103,2.6587
3.9608,0.3204,2.6511
3.9557,0.3232,2.6449
3.9666,0.3261,2.6082
3.9571,0.3269,2.6102
3.9744,0.3280,2.5919
3.9715,0.3265,2.5902
3.9081,0.3449,2.6526
3.9062,0.3462,2.6359
3.9186,0.3308,2.5852
3.9164,0.3240,2.5676
3.9078,0.3278,2.5673
3.9153,0.3444,2.5194
3.9154,0.3553,2.4966
3.9174,0.3590,2.4774
3.9162,0.3595,2.4665
3.9220,0.3591,2.4387
3.9259,0.3601,2.4178
3.9401,0.3518,2.3938
3.9643,0.3459,2.3473
3.9810,0.3507,2.3181
3.9881,0.3556,2.3001
3.8865,0.3409,2.3151
3.8935,0.3454,2.2795
3.9061,0.3334,2.2257
3.9166,0.3272,2.1842
4.0690,0.3337,2.0647
3.9359,0.3030,2.1110
2.3687,0.1443,2.9453
3.9664,0.2976,2.0551
3.9729,0.2931,2.0308
3.9768,0.2889,2.0158
3.9693,0.2712,2.0166
3.9826,0.2742,2.0069
2.3037,0.1352,2.9037
3.9806,0.3183,1.8869
3.9609,0.3179,1.8908
0.2465,0.1562,13.0168
0.3937,0.1375,12.6998
3.8486,0.2639,2.1175
3.8391,0.2656,2.1184
3.8138,0.2664,2.1343
3.7696,0.2531,2.1522
3.7388,0.2619,2.1620
3.7140,0.2762,2.1621
3.6875,0.2841,2.1658
3.6580,0.2982,2.1654
3.6848,0.2998,2.1450
3.6181,0.2754,2.0461
3.5780,0.3031,2.1393
3.5432,0.3089,2.1173
3.5125,0.3159,2.0916
3.4765,0.3141,2.0754
3.4431,0.2962,2.0808
3.4122,0.3431,2.0210
3.3714,0.3322,1.9987
3.3429,0.3245,1.9635
3.2986,0.3141,1.9443
3.2599,0.3069,1.9042
3.2496,0.2981,1.8828
3.2215,0.2907,1.8268
3.1929,0.2629,1.8124
3.2087,0.2605,1.7423
3.2063,0.2538,1.7039
3.2107,0.2581,1.6032
3.2073,0.2798,1.5411
3.2098,0.2936,1.4301
2.9092,0.2716,1.5625
2.8883,0.2638,1.5036
2.9205,0.2643,1.4030
2.9037,0.2394,1.3229
2.8800,0.2324,1.2373
3.0507,0.2613,1.0073
2.8686,0.2365,1.0926
2.7941,0.1794,1.1205
2.7564,0.1955,1.0899
2.7225,0.1684,1.0602
2.6642,0.1544,1.1784
2.5125,0.2164,1.0449
2.4671,0.1889,1.0461
2.3723,0.1727,1.1020
2.4340,0.1373,1.5050
4.1085,0.4293,10.1727
4.0391,0.4276,9.7974
2.0852,0.1135,1.4207
2.0166,0.1248,1.4861
2.0910,0.1281,1.7099
2.0291,0.1603,1.7425
1.9034,0.1735,1.7398
1.2978,0.2007,5.7342
0.4754,0.1354,4.8615
-1.3286,-0.0153,3.0029
1.0781,0.2899,1.3610
1.2712,0.1045,1.6851
1.1783,0.1072,1.6929
1.1126,0.1063,1.6511
0.9890,0.0727,1.6478
0.8554,0.0454,1.5866
0.7427,0.0323,1.5484
0.6326,0.0368,1.4938
0.5198,0.0363,1.5044
0.3830,0.0452,1.4731
0.2402,0.0268,1.4923
0.0592,-0.0043,1.4189
-0.0685,-0.0319,1.3518
-0.2231,-0.0578,1.2496
-0.2264,-0.0524,0.7040
-0.5150,-0.1218,1.0793
-0.6748,-0.1436,0.9755
-0.6911,-0.0610,0.5140
-0.8513,-0.1193,0.6469
-1.0264,-0.1624,0.6795
-1.0942,-0.1656,0.8305
-1.1919,-0.1321,0.9420
-1.2727,-0.1768,0.9927
-1.4416,-0.1695,0.9042
-1.5290,-0.1596,1.0412
-1.1384,-0.1769,1.3536
-1.1572,-0.1943,1.4402
-1.1811,-0.1984,1.5818
-1.8307,-0.2737,1.3322
-1.7869,-0.2691,1.4861
-1.7625,-0.2448,1.5627
-1.2987,-0.2392,1.7827
-1.3782,-0.2292,1.7248
-1.5230,-0.1504,1.9015
-1.7514,-0.1835,1.8664
-1.8472,-0.2007,1.9571
-1.2029,-0.0321,2.1837
-12.5712,-1.0213,-0.7026
-2.1721,-0.1694,2.0900
-2.2725,-0.1778,2.1909
-2.3930,-0.2001,2.1825
-2.4904,-0.2199,2.2589
-2.6481,-0.2511,2.2168
-2.7625,-0.2927,2.2127
-2.8597,-0.3346,2.2169
-3.0079,-0.3571,2.1856
-3.1135,-0.3428,2.2040
-3.2315,-0.3105,2.2124
-3.2931,-0.3171,2.2956
-3.4412,-0.3423,2.2692
-3.5733,-0.3557,2.2261
-3.8484,-0.4024,2.0151
-3.9662,-0.3925,2.0263
-3.9504,-0.3796,2.1931
-4.2024,-0.3818,2.0331
-4.2863,-0.3884,2.0689
-4.3198,-0.4173,2.1085
-4.3495,-0.4591,2.1781
-4.3521,-0.4687,2.2076
-4.3127,-0.4274,2.2778
-4.2708,-0.4033,2.4119
-4.3808,-0.4072,2.3933
