scorer,DeepCut_resnet50_CheetahSep13shuffle1_100000,DeepCut_resnet50_CheetahSep13shuffle1_100000,DeepCut_resnet50_CheetahSep13shuffle1_100000,DeepCut_resnet50_CheetahSep13shuffle1_100000,DeepCut_resnet50_CheetahSep13shuffle1_100000,DeepCut_resnet50_CheetahSep13shuffle1_100000,DeepCut_resnet50_CheetahSep13shuffle1_100000,DeepCut_resnet50_CheetahSep13shuffle1_100000,DeepCut_resnet50_CheetahSep13shuffle1_100000,DeepCut_resnet50_CheetahSep13shuffle1_100000,DeepCut_resnet50_CheetahSep13shuffle1_100000,DeepCut_resnet50_CheetahSep13shuffle1_100000,DeepCut_resnet50_CheetahSep13shuffle1_100000,DeepCut_resnet50_CheetahSep13shuffle1_100000,DeepCut_resnet50_CheetahSep13shuffle1_100000,DeepCut_resnet50_CheetahSep13shuffle1_100000,DeepCut_resnet50_CheetahSep13shuffle1_100000,DeepCut_resnet50_CheetahSep13shuffle1_100000,DeepCut_resnet50_CheetahSep13shuffle1_100000,DeepCut_resnet50_CheetahSep13shuffle1_100000,DeepCut_resnet50_CheetahSep13shuffle1_100000,DeepCut_resnet50_CheetahSep13shuffle1_100000,DeepCut_resnet50_CheetahSep13shuffle1_100000,DeepCut_resnet50_CheetahSep13shuffle1_100000,DeepCut_resnet50_CheetahSep13shuffle1_100000,DeepCut_resnet50_CheetahSep13shuffle1_100000,DeepCut_resnet50_CheetahSep13shuffle1_100000,DeepCut_resnet50_CheetahSep13shuffle1_100000,DeepCut_resnet50_CheetahSep13shuffle1_100000,DeepCut_resnet50_CheetahSep13shuffle1_100000,DeepCut_resnet50_CheetahSep13shuffle1_100000,DeepCut_resnet50_CheetahSep13shuffle1_100000,DeepCut_resnet50_CheetahSep13shuffle1_100000,DeepCut_resnet50_CheetahSep13shuffle1_100000,DeepCut_resnet50_CheetahSep13shuffle1_100000,DeepCut_resnet50_CheetahSep13shuffle1_100000
bodyparts,r_eye,r_eye,r_eye,r_shoulder,r_shoulder,r_shoulder,r_front_knee,r_front_knee,r_front_knee,r_front_ankle,r_front_ankle,r_front_ankle,r_front_paw,r_front_paw,r_front_paw,spine,spine,spine,r_hip,r_hip,r_hip,r_back_knee,r_back_knee,r_back_knee,r_back_ankle,r_back_ankle,r_back_ankle,r_back_paw,r_back_paw,r_back_paw,tail1,tail1,tail1,tail2,tail2,tail2
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,1692.761228,991.0994003,0.001615209,1664.693943,999.4871211,0.004568392,1661.148143,1007.370348,0.000113922,1649.318377,999.1431856,0.000504085,1669.567712,994.6565675,0.000673383,1650.282364,991.4615819,0.00236462,1690.606877,987.8525737,6.88E-05,1695.58896,989.1296638,1.95E-05,1689.469903,987.686308,0.0001718,1662.813435,990.7969968,5.74E-05,1662.355451,990.3445616,0.001546167,1683.989775,988.0313757,0.006518462
1,1692.894232,991.0672772,0.002001225,1664.631784,999.3914735,0.004777033,1661.109025,1007.338418,0.000123974,1649.529681,999.015321,0.000524431,1669.564572,994.761742,0.00070458,1650.281363,991.6564968,0.002449598,1690.58431,987.9109186,8.38E-05,1695.494128,989.1886077,2.47E-05,1689.539768,987.8843885,0.000211275,1662.856087,990.8138404,5.95E-05,1662.392181,990.4138153,0.001674647,1684.324946,988.1840511,0.007110647
2,1693.009089,991.1020608,0.002143218,1664.503784,999.4509757,0.005468175,1660.980145,1007.433407,0.000145729,1649.558323,998.9550469,0.000611482,1669.300473,994.6791469,0.000779216,1650.27808,991.7911327,0.002717717,1690.688452,987.9867857,8.84E-05,1695.520545,989.2414975,2.56E-05,1689.600992,987.8943142,0.000215014,1662.800516,990.7840123,6.64E-05,1662.273746,990.4433432,0.001920677,1684.259252,988.2793985,0.006920345
3,1692.837646,991.1779101,0.001880768,1664.353938,999.4953303,0.005006416,1660.925229,1007.336657,0.000136049,1649.300961,998.9479921,0.000541393,1669.340285,994.8358647,0.00071129,1649.79462,993.1824131,0.002377602,1690.673365,987.925764,7.78E-05,1695.445097,989.2377149,2.22E-05,1689.613808,987.8941958,0.00018669,1662.71594,990.742511,5.82E-05,1662.199383,990.3842866,0.001634299,1684.140095,988.3693081,0.005870125
4,1692.618316,991.2715399,0.001653188,1664.240289,999.4572706,0.004387758,1660.784134,1007.176842,0.000122379,1649.062656,998.9038272,0.000483055,1669.25685,994.9428715,0.000654096,1649.519763,993.0719891,0.002115643,1690.61643,987.907021,7.05E-05,1695.227176,989.1604905,1.97E-05,1689.516063,987.8809622,0.000166889,1662.673541,990.6459222,5.24E-05,1662.060772,990.330801,0.001445632,1684.017177,988.4299176,0.00527745
5,1692.913373,991.286247,0.001838052,1664.242133,999.3641751,0.005219393,1660.683734,1007.32227,0.000164286,1649.11095,999.1286292,0.000550663,1669.279395,995.1094852,0.000769283,1649.622369,993.0856719,0.002861941,1690.638148,988.0360039,7.67E-05,1695.355716,989.1705109,2.20E-05,1689.782516,987.9404211,0.000172394,1657.380439,1005.173976,5.60E-05,1661.979633,990.2809415,0.001617906,1684.257575,988.3500275,0.004951774
6,1692.717927,991.3886578,0.001660251,1664.172564,999.4260616,0.005087827,1660.853704,1007.334312,0.000169965,1649.123523,999.1374426,0.000563743,1669.226056,995.0369802,0.000765544,1649.667577,993.0508189,0.002978613,1690.620457,987.9883347,7.22E-05,1659.896946,1002.068305,2.11E-05,1689.790361,988.0147858,0.000156518,1657.344144,1005.098333,5.86E-05,1661.930634,990.3258529,0.001642395,1684.142615,988.3991927,0.004423422
7,1692.434345,991.5904813,0.001175603,1664.224007,999.4555748,0.003105929,1660.998036,1006.975059,0.000100783,1648.737267,998.6169868,0.000427181,1669.592286,994.5377804,0.00055257,1650.080015,993.0202229,0.001555665,1690.595109,987.8395864,5.75E-05,1695.663221,988.9689187,1.60E-05,1689.72319,987.6437337,0.000145478,1657.515399,1004.397037,4.48E-05,1661.849646,990.2031617,0.001214191,1684.054694,988.4122719,0.004083365
