scorer,DeepCut_resnet50_Cheetah-merge3Sept26shuffle1_200000,DeepCut_resnet50_Cheetah-merge3Sept26shuffle1_200000,DeepCut_resnet50_Cheetah-merge3Sept26shuffle1_200000,DeepCut_resnet50_Cheetah-merge3Sept26shuffle1_200000,DeepCut_resnet50_Cheetah-merge3Sept26shuffle1_200000,DeepCut_resnet50_Cheetah-merge3Sept26shuffle1_200000,DeepCut_resnet50_Cheetah-merge3Sept26shuffle1_200000,DeepCut_resnet50_Cheetah-merge3Sept26shuffle1_200000,DeepCut_resnet50_Cheetah-merge3Sept26shuffle1_200000,DeepCut_resnet50_Cheetah-merge3Sept26shuffle1_200000,DeepCut_resnet50_Cheetah-merge3Sept26shuffle1_200000,DeepCut_resnet50_Cheetah-merge3Sept26shuffle1_200000,DeepCut_resnet50_Cheetah-merge3Sept26shuffle1_200000,DeepCut_resnet50_Cheetah-merge3Sept26shuffle1_200000,DeepCut_resnet50_Cheetah-merge3Sept26shuffle1_200000,DeepCut_resnet50_Cheetah-merge3Sept26shuffle1_200000,DeepCut_resnet50_Cheetah-merge3Sept26shuffle1_200000,DeepCut_resnet50_Cheetah-merge3Sept26shuffle1_200000,DeepCut_resnet50_Cheetah-merge3Sept26shuffle1_200000,DeepCut_resnet50_Cheetah-merge3Sept26shuffle1_200000,DeepCut_resnet50_Cheetah-merge3Sept26shuffle1_200000,DeepCut_resnet50_Cheetah-merge3Sept26shuffle1_200000,DeepCut_resnet50_Cheetah-merge3Sept26shuffle1_200000,DeepCut_resnet50_Cheetah-merge3Sept26shuffle1_200000,DeepCut_resnet50_Cheetah-merge3Sept26shuffle1_200000,DeepCut_resnet50_Cheetah-merge3Sept26shuffle1_200000,DeepCut_resnet50_Cheetah-merge3Sept26shuffle1_200000,DeepCut_resnet50_Cheetah-merge3Sept26shuffle1_200000,DeepCut_resnet50_Cheetah-merge3Sept26shuffle1_200000,DeepCut_resnet50_Cheetah-merge3Sept26shuffle1_200000,DeepCut_resnet50_Cheetah-merge3Sept26shuffle1_200000,DeepCut_resnet50_Cheetah-merge3Sept26shuffle1_200000,DeepCut_resnet50_Cheetah-merge3Sept26shuffle1_200000,DeepCut_resnet50_Cheetah-merge3Sept26shuffle1_200000,DeepCut_resnet50_Cheetah-merge3Sept26shuffle1_200000,DeepCut_resnet50_Cheetah-merge3Sept26shuffle1_200000
bodyparts,r_eye,r_eye,r_eye,r_shoulder,r_shoulder,r_shoulder,r_front_knee,r_front_knee,r_front_knee,r_front_ankle,r_front_ankle,r_front_ankle,r_front_paw,r_front_paw,r_front_paw,spine,spine,spine,r_hip,r_hip,r_hip,r_back_knee,r_back_knee,r_back_knee,r_back_ankle,r_back_ankle,r_back_ankle,r_back_paw,r_back_paw,r_back_paw,tail1,tail1,tail1,tail2,tail2,tail2
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,931.4524922,602.8584442,0.011272582,924.2824407,604.6475654,0.086396225,927.3751352,605.8284464,0.016189173,922.7929329,604.2029297,0.072229259,923.2426558,602.8517313,0.034643915,921.192071,595.0930268,0.185396969,919.2892756,601.1125443,0.04955994,921.4058623,606.5545778,0.095167898,909.786484,603.8850716,0.018455034,926.8597209,603.0810344,0.022776779,915.2435985,601.014801,0.059474789,1531.914528,644.9521686,0.129368335
1,931.5771461,603.089155,0.011270245,924.3602997,604.8870773,0.080186464,927.4399233,606.0427127,0.01452589,923.0833146,604.2061377,0.06355539,923.1367324,602.9975357,0.026578855,921.4730353,595.2730576,0.189091966,919.4129887,601.4258356,0.051043496,921.4260974,606.7421427,0.079465188,910.0649793,604.3145606,0.015535647,926.8151577,603.3287721,0.020533105,915.4435718,600.9418011,0.055033538,1531.90458,644.9864869,0.129669517
2,931.4596124,603.0856894,0.010383526,924.2987051,604.8874355,0.072717868,927.3746772,605.9927915,0.013077603,923.1381491,604.0439352,0.059352294,922.8594198,602.9371852,0.023686279,921.5589812,595.2098546,0.168472722,919.4662747,601.3920302,0.047371607,921.3701911,606.666739,0.071027264,910.1484084,604.2895732,0.015312104,926.80773,603.2589447,0.018422788,915.5246092,600.8631768,0.052291665,1531.90542,645.0433428,0.127580434
3,931.4995961,603.0957275,0.010322924,924.3646163,604.914993,0.072784841,927.3736627,606.0754564,0.012813895,923.2079878,604.0470286,0.055783495,922.7825612,602.8879536,0.021931117,921.53392,595.2423574,0.163804367,919.5600209,601.4845421,0.048667938,921.3819869,606.7156301,0.070897043,910.0924146,604.2703368,0.015649326,926.6543384,603.2467204,0.017795661,915.5439743,600.8564715,0.053622868,1531.794745,644.9697248,0.102105193
4,931.5125036,603.0413347,0.010338871,924.378055,604.8943861,0.074110582,927.377897,606.0374324,0.013210582,923.284928,604.0120934,0.05718635,922.9216985,602.8931659,0.022632696,921.6023805,595.2664387,0.163973078,919.688035,601.4647908,0.049733907,921.460535,606.6711049,0.070144877,910.1117904,604.2264154,0.01559819,926.6551261,603.2069646,0.018435962,915.6175893,600.8204875,0.057554688,1531.784027,644.9827068,0.075000092
5,931.3286433,603.0447067,0.010857693,924.0173452,604.7184063,0.07260745,927.1059587,606.1740324,0.011115087,922.8509045,603.9798432,0.053975973,922.840832,602.8279439,0.025453513,921.2837076,595.1138567,0.154206634,919.3397613,601.4414935,0.046818648,921.2865102,606.6587284,0.072550125,910.0179214,604.0082578,0.015291449,926.7355149,603.0575536,0.018768525,915.5638325,600.7419634,0.054747134,1528.579154,644.5061899,0.085705228
6,931.4946008,602.8649927,0.010669948,923.8515117,604.5644487,0.074053735,927.051506,606.1760609,0.011482222,922.7769248,603.9178769,0.057110477,922.9922266,602.9401786,0.025796553,921.0894737,595.1081133,0.143899381,919.2732892,601.4113107,0.043462269,921.2759359,606.5535886,0.069814868,909.7415164,603.7510833,0.017005457,926.8568428,602.9536113,0.017283946,915.5592711,600.6999617,0.05419356,1528.485741,644.5490494,0.101368591
7,931.4334698,603.0782182,0.009247987,924.3579501,604.5952734,0.064741947,927.4223757,606.4221098,0.010107076,923.2237372,604.0379152,0.045111746,934.259891,604.0968585,0.020291589,921.3206246,595.1275478,0.140426993,918.7704496,601.4887033,0.042075042,920.9560668,606.640728,0.087346114,909.1912904,603.1275856,0.020086002,926.9265256,602.9266831,0.015828587,915.6745485,600.587718,0.049210321,1528.174711,644.1779414,0.100272663
