scorer,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000
8,1387.105498,1050.604582,9.01E-07,7.184987068,3.114943206,1.33E-06,1374.687853,1054.427787,2.01E-05,-1.022871971,2.078843355,8.71E-07,-4.386170387,1.74238801,6.33E-07,827.9656353,539.9045808,1.52E-06,2.220657468,3.089083731,1.50E-06,1374.19064,1055.365083,8.60E-07,0.77717495,-0.612656593,2.38E-06,824.9324718,544.3751202,5.16E-06,5.710309863,-1.571015358,6.14E-07,2.11197722,-0.76821804,7.69E-06
9,1387.318496,1050.569259,1.76E-06,7.207928658,3.116242826,1.33E-06,1379.895689,1055.40372,3.59E-05,-1.025705814,2.079446077,8.70E-07,-4.366833687,1.749638796,6.38E-07,827.8988237,540.2354282,1.70E-06,2.233945251,3.104417682,1.49E-06,1373.952783,1055.201785,7.11E-07,0.74388957,-0.611129284,2.35E-06,1376.052093,1061.439941,5.25E-06,5.712007761,-1.581222057,6.15E-07,2.105823994,-0.801359653,7.65E-06
10,1387.237757,1050.598983,1.27E-06,7.188935757,3.153039217,1.35E-06,1374.490901,1054.406655,2.12E-05,-1.05997467,2.097646832,8.55E-07,-4.362298012,1.755636215,6.33E-07,828.1505972,540.3412716,2.22E-06,2.229525685,3.119189382,1.49E-06,1373.910782,1055.273991,5.58E-07,0.710793734,-0.611134052,2.36E-06,825.0730023,544.6301017,7.19E-06,5.719696522,-1.529453754,6.12E-07,2.134186983,-0.829543114,7.64E-06
11,1081.967055,557.6774653,1.44E-05,1071.615946,569.4642215,3.00E-05,1374.428476,1054.603776,1.46E-05,1075.587374,562.0877206,1.06E-05,1075.192813,564.8782563,1.29E-05,1070.596153,563.018431,2.22E-05,1070.225211,567.11269,1.63E-05,1085.07014,556.8309219,4.14E-06,1071.057573,565.6848974,1.48E-05,1073.46317,566.5872636,1.43E-05,1070.91443,567.0678644,1.88E-05,1072.752429,562.6584076,1.24E-05
12,1081.807908,557.5220524,1.66E-05,1071.635519,569.5035436,4.01E-05,1071.833572,567.4182787,1.70E-05,1075.48917,562.0666635,1.49E-05,1075.126051,564.7867556,1.78E-05,1070.697087,562.9429189,3.01E-05,1070.188613,567.0784826,2.30E-05,1085.137741,556.8120723,4.33E-06,1070.829551,565.6752405,2.15E-05,1073.274617,566.4996247,1.81E-05,1070.804539,567.0210562,2.72E-05,1072.551374,562.5930219,1.77E-05
13,1081.776016,557.4996032,1.82E-05,1071.673508,569.5218763,3.93E-05,1071.821342,567.388298,1.64E-05,1075.488488,562.0233052,1.47E-05,1075.117862,564.7854614,1.73E-05,1070.693634,562.9328924,2.99E-05,1070.2142,567.0830126,2.24E-05,1085.138552,556.8247795,4.69E-06,1070.832817,565.6573648,2.11E-05,1073.303089,566.4889741,1.81E-05,1070.789764,567.0122728,2.67E-05,1072.56849,562.5304416,1.78E-05
14,1081.757672,557.4329536,2.36E-05,1071.699226,569.6631713,4.50E-05,1071.784228,567.4926624,1.86E-05,1075.453917,562.0570079,1.83E-05,1075.142598,564.7640877,1.97E-05,1070.753342,562.9268191,3.38E-05,1070.267031,567.1511617,2.58E-05,1085.155463,556.9547455,5.80E-06,1070.896152,565.7100391,2.38E-05,1071.168895,561.099792,2.09E-05,1070.752806,567.1006193,3.12E-05,1072.595787,562.5174761,2.21E-05
15,1081.706059,557.3610702,2.28E-05,1071.616902,569.5749266,5.45E-05,1071.763499,567.4884267,2.20E-05,1075.361322,561.9853399,2.00E-05,1075.086607,564.6616635,2.47E-05,1070.689087,562.8594869,3.90E-05,1070.220514,567.0879579,2.93E-05,1085.037394,556.7740245,5.65E-06,1070.841827,565.6342363,2.84E-05,1073.15047,566.3276396,2.41E-05,1070.58683,566.9857268,3.54E-05,1072.511961,562.5014728,2.19E-05
16,1081.708541,557.3376757,2.37E-05,1071.559331,569.5535891,5.73E-05,1071.737247,567.5104117,2.25E-05,1075.306506,561.9566765,2.18E-05,1075.020178,564.6105132,2.61E-05,1070.693525,562.8469882,4.00E-05,1070.171967,567.0498791,3.02E-05,1084.971178,556.7237996,5.85E-06,1070.784861,565.6167521,2.87E-05,1073.063088,566.2715702,2.55E-05,1070.497766,566.965385,3.57E-05,1072.419991,562.4961846,2.19E-05
17,1081.710123,557.3189772,2.17E-05,1071.495732,569.5964978,5.33E-05,1071.774296,567.4583135,1.89E-05,1075.30088,561.9123881,1.96E-05,1075.039589,564.5272059,2.31E-05,1070.625394,562.8054501,3.56E-05,1070.175806,567.0388408,2.66E-05,1085.029402,556.7210732,5.40E-06,1070.848655,565.5853009,2.43E-05,1073.126919,566.2116585,2.17E-05,1070.495224,566.9372058,3.06E-05,1072.394253,562.4708476,1.86E-05
18,1081.784913,557.3099093,1.97E-05,1071.511561,569.590107,4.44E-05,1071.849962,567.4645438,1.50E-05,1075.371905,561.8758013,1.53E-05,1075.040418,564.5848904,1.81E-05,1070.596083,562.8398919,3.06E-05,1070.181773,567.0974078,2.23E-05,1085.045971,556.6525087,4.94E-06,1070.895952,565.6299405,2.00E-05,1070.951663,560.9934063,1.89E-05,1070.576918,566.9894905,2.53E-05,1072.442022,562.4336189,1.44E-05
19,1081.790163,557.3308257,1.71E-05,1071.513671,569.5732622,4.02E-05,1071.887284,567.4281878,1.35E-05,1075.371428,561.8611465,1.24E-05,1074.997416,564.6135564,1.62E-05,1070.587019,562.8723367,2.77E-05,1070.170647,567.0782757,2.01E-05,1085.07851,556.6122511,4.25E-06,1070.897937,565.6444345,1.84E-05,1073.200877,566.293355,1.63E-05,1070.607255,566.9811254,2.31E-05,1072.432015,562.4263593,1.24E-05
20,1081.817089,557.3435948,1.58E-05,1071.5121,569.5651731,3.80E-05,1071.883785,567.3944249,1.30E-05,1075.369301,561.82707,1.12E-05,1074.999451,564.6002531,1.53E-05,1070.587286,562.8692172,2.57E-05,1070.161908,567.054203,1.90E-05,1085.073104,556.5882162,3.83E-06,1070.883756,565.6206818,1.74E-05,1073.180007,566.2689905,1.52E-05,1070.606389,566.9576325,2.21E-05,1072.427627,562.4301555,1.15E-05
21,1081.838071,557.4123484,1.17E-05,1071.572116,569.5864184,4.01E-05,1374.632263,1054.971853,2.27E-05,1075.363983,561.9112673,9.53E-06,1074.979925,564.6001897,1.59E-05,1070.550935,562.9298302,2.52E-05,1070.232874,567.149343,2.01E-05,1074.281757,567.6332378,3.54E-06,1070.923003,565.6719413,1.98E-05,1073.294376,566.2858286,1.61E-05,1070.647716,566.9645953,2.30E-05,1072.45362,562.5057334,1.19E-05
22,1081.740639,557.3395913,1.95E-05,1071.675281,569.7116373,6.60E-05,1071.828648,567.5464187,2.59E-05,1075.40655,561.9568343,2.32E-05,1075.271438,564.6679258,3.19E-05,1070.716431,562.8692791,4.07E-05,1070.395499,567.1482444,3.70E-05,1074.314831,567.9681082,7.01E-06,1071.05862,565.755177,3.50E-05,1073.414616,566.4085016,2.96E-05,1070.729424,567.0136924,4.27E-05,1072.48522,562.558268,2.71E-05
23,1081.4324,557.2494975,3.23E-05,1071.554446,569.768322,9.53E-05,1071.558823,567.7057958,4.24E-05,1075.257601,562.1286255,5.46E-05,1075.219353,564.6778731,4.93E-05,1070.990105,562.8574384,5.61E-05,1070.297273,567.0845695,6.40E-05,1074.024132,568.3602092,1.24E-05,1070.799111,565.8075609,5.82E-05,1073.132362,566.516839,4.55E-05,1070.496275,567.0531936,6.76E-05,1072.150751,562.6976874,5.09E-05
24,1081.394007,557.2418098,4.40E-05,1071.601671,569.8494389,0.000102302,1071.503979,567.717988,4.89E-05,1075.314018,562.2236087,7.37E-05,1075.217007,564.7794423,5.96E-05,1071.093739,562.8644878,6.34E-05,1070.331802,567.0336199,7.01E-05,1074.000993,568.4674971,1.49E-05,1070.780079,565.8350339,6.53E-05,1073.080701,566.6344562,5.37E-05,1070.493189,567.1601791,7.70E-05,1072.206275,562.7816967,6.45E-05
25,1081.390579,557.2944552,4.40E-05,1071.621417,569.8666992,0.000105332,1071.543655,567.7261071,5.02E-05,1075.334525,562.23567,7.34E-05,1075.238365,564.8326249,6.26E-05,1071.082936,562.8938068,6.36E-05,1070.332465,567.051446,7.22E-05,1074.036077,568.4785357,1.56E-05,1070.845823,565.8451805,6.73E-05,1073.143116,566.6584964,5.60E-05,1070.540694,567.2086406,8.02E-05,1072.274561,562.8219763,6.52E-05
26,1081.405959,557.3312101,4.34E-05,1071.616688,569.8712959,0.00011095,1071.565774,567.7667775,5.43E-05,1075.322276,562.2701015,7.43E-05,1075.235683,564.8821473,6.98E-05,1071.069152,562.9250047,6.62E-05,1070.369216,567.0732174,7.75E-05,1074.040777,568.5311332,1.71E-05,1070.875514,565.8773026,7.29E-05,1073.165813,566.7166667,6.46E-05,1070.554938,567.2316475,8.71E-05,1072.267018,562.8630284,6.60E-05
27,1081.355392,557.417192,3.44E-05,1071.63492,569.7278664,9.31E-05,1071.577095,567.716289,4.38E-05,1075.280922,562.183606,4.85E-05,1075.137012,564.8139811,5.66E-05,1070.989979,562.872528,5.93E-05,1070.263388,567.0837154,6.03E-05,1074.020894,568.3470724,1.28E-05,1070.81455,565.810977,5.79E-05,1073.105238,566.5729513,5.46E-05,1070.558355,567.1168776,6.80E-05,1072.231544,562.7975765,4.28E-05
28,1083.565313,567.1578779,5.96E-05,1081.011194,569.99017,0.000117058,1071.654321,567.9444332,5.91E-05,1075.745704,562.3877102,0.000103025,1075.682477,564.9687424,7.50E-05,1071.24725,562.9503355,7.77E-05,1070.587565,567.2354803,7.74E-05,1074.450326,568.7997403,1.83E-05,1071.103067,566.0119224,7.09E-05,1073.438621,566.9227905,6.36E-05,1070.796747,567.4509997,9.48E-05,1072.652895,562.9021158,7.69E-05
29,1083.61668,567.1359892,5.58E-05,1071.821515,570.042625,0.000112389,1071.657876,567.9399829,5.99E-05,1075.712227,562.3344319,9.67E-05,1075.714621,564.9111924,7.57E-05,1071.251201,562.9055746,7.88E-05,1070.583539,567.2076826,7.74E-05,1074.459168,568.7756948,1.81E-05,1071.059342,565.974371,7.12E-05,1073.41764,566.8863063,6.46E-05,1070.747695,567.4120569,9.51E-05,1072.630623,562.84866,7.28E-05
30,1083.627442,567.1377201,6.07E-05,1071.784756,570.0418725,0.000122075,1071.631361,567.9555817,6.71E-05,1075.705411,562.3657206,0.000105847,1075.732868,564.8946157,8.74E-05,1071.218083,562.9023703,8.82E-05,1070.582283,567.1764903,8.33E-05,1074.446815,568.8051465,1.98E-05,1071.032196,565.9530377,7.71E-05,1073.369269,566.8555622,6.99E-05,1070.70597,567.3919234,0.000104749,1072.648159,562.8556198,7.89E-05
31,1083.673201,567.1262031,4.60E-05,1071.823348,569.9957914,0.000106743,1071.673619,567.8731546,5.51E-05,1075.678778,562.300253,7.86E-05,1075.669231,564.8697414,7.00E-05,1071.130918,562.8855325,7.70E-05,1070.551174,567.1713972,6.88E-05,1074.438892,568.6655669,1.60E-05,1071.060624,565.9094248,6.53E-05,1073.388841,566.7804174,5.95E-05,1070.698641,567.332334,8.78E-05,1072.657463,562.8033582,6.03E-05
32,1083.670413,567.1369767,4.05E-05,1071.807537,569.9556959,0.000103839,1071.655293,567.8476295,5.13E-05,1075.649222,562.2786157,6.60E-05,1075.56203,564.8704877,6.52E-05,1071.031772,562.8735381,7.28E-05,1070.526973,567.178534,6.28E-05,1074.381368,568.5759902,1.48E-05,1071.063655,565.878294,6.20E-05,1073.352265,566.7315431,5.84E-05,1070.637806,567.2772298,8.12E-05,1072.636203,562.7789704,5.37E-05
33,1083.673802,567.0878501,3.92E-05,1071.772959,569.9154372,9.77E-05,1071.707205,567.8288193,4.77E-05,1075.672092,562.2680174,6.27E-05,1075.581417,564.8392892,6.17E-05,1071.067403,562.8757044,6.74E-05,1070.495153,567.1524096,6.16E-05,1074.387945,568.5516369,1.36E-05,1071.103481,565.8754106,5.80E-05,1073.372204,566.7060146,5.32E-05,1070.708356,567.2701349,7.74E-05,1072.596941,562.7576417,4.64E-05
34,-0.282042027,492.127477,0.000156201,1071.745555,569.9311781,0.000115419,2.939959764,494.0695674,7.66E-05,1075.708685,562.2724957,8.91E-05,-2.609181881,499.7395098,0.000405784,1071.136264,562.8293815,8.35E-05,1070.462667,567.1014662,7.53E-05,0.874039173,493.5228925,0.000109413,1.321683168,496.3887844,0.000142666,-0.360664368,499.1454366,0.000890463,0.01156497,503.5500841,0.000216711,-0.827857018,498.1634648,0.037351698
35,0.743101835,493.9650942,0.000834202,2.634455085,506.1147807,0.000478789,3.233316958,495.3975468,0.000257597,-2.353555202,504.9216197,0.000738793,0.144380331,500.6197494,0.003025911,2.785763383,504.574935,0.000316539,-0.394392014,505.2714128,0.000418452,1.583725929,494.1868346,0.000385996,2.533729196,496.6688347,0.00020081,1.113099337,498.0270252,0.001560373,1.323657751,501.7371515,0.000619516,0.434235573,499.2098278,0.254471332
36,1.498699188,492.8668616,0.000192061,1071.79299,569.9406991,0.000103599,4.165486321,495.1805809,5.65E-05,-0.70367527,497.7010708,0.000120843,-0.287726879,499.304256,0.000283212,2.633146286,492.9575921,0.000158863,1070.465071,567.125555,6.55E-05,0.125103951,494.051964,8.86E-05,2.621719956,497.0493407,7.83E-05,0.454936981,498.2075691,0.000457388,0.243841887,500.1725522,0.000106318,-1.020524502,500.4608987,0.001497623
37,-2.204830647,422.843019,0.000217099,1071.772973,569.96438,0.000104528,1.910894632,504.3729105,5.49E-05,-1.945885181,503.6331992,0.000178961,0.198122263,500.5037117,0.000223418,1071.111701,562.8537835,7.49E-05,1070.501413,567.1197801,6.62E-05,0.506148338,494.201966,2.38E-05,1071.115107,565.819427,5.96E-05,1.11520505,498.6133065,0.000185078,0.357263088,500.118986,0.000176506,-0.696894169,499.4844401,0.001872903
38,4.407137603,421.6982102,0.126073003,-0.188592911,422.7196047,0.002578135,-0.105411053,430.7586362,0.000687913,0.674271822,432.7857785,0.0001,-1.433505535,433.8243489,0.000175395,3.900363438,420.4869545,0.000556956,6.136388063,423.7444482,0.000422561,1.409418821,429.3602831,0.00017858,2.90901947,429.2220854,0.000315834,-0.191515446,432.5481429,0.000158474,3.863107607,426.3161321,0.00028492,3.049929261,417.9846773,0.000547735
39,10.2997117,422.5155485,0.990009725,0.453412771,426.1491002,0.025016634,2.068023801,431.5499606,0.003997101,1.747328758,433.6511478,0.001081902,1.532383204,434.5704331,0.000514844,4.419454783,418.9085305,0.011592389,6.11563468,424.7051554,0.000672909,3.397937238,430.9693899,0.000458539,3.840383589,430.3509805,0.000571252,2.415965557,434.108542,0.000312221,5.266588092,427.5580385,0.000147713,7.574256897,419.565444,0.000328228
40,19.46890968,423.7852707,0.996591926,3.039191723,427.3417213,0.260135353,1.122984171,435.1517434,0.001610751,2.271607518,434.5850024,0.004898333,19.17158759,440.9711878,0.000644179,5.410554409,419.114226,0.11650157,6.924237728,428.0215357,0.002954153,20.93875504,434.7470765,0.000312593,26.0768044,434.4385891,0.000848564,4.95891279,434.9807806,0.000564415,5.522960305,426.26568,0.000248776,26.86007988,419.7544947,0.000956471
41,30.02797103,424.2465491,0.999845266,6.84928751,428.0295667,0.195927396,1.511381388,445.1846727,0.000593266,0.700940609,434.60748,0.001252182,25.73671341,434.9328074,0.000690905,5.83971858,418.6608702,0.077589169,22.35677528,429.776153,0.004208181,24.31622934,435.8267336,0.000796304,31.729918,437.6398897,0.000131162,0.399326563,493.2192762,0.000448726,35.84177086,429.442117,0.000262679,32.58856487,418.1251488,0.001426339
42,39.53385425,425.2844148,0.999622822,10.48882866,428.1187761,0.021282965,1.559097052,450.6889586,0.006335718,0.280092955,435.4293656,0.000533173,38.83889532,435.9621868,0.000777918,7.661321402,418.0295588,0.012688112,37.03147554,427.9595619,0.018900145,35.83755684,434.5267124,0.004504481,44.43615901,438.5485258,0.003522081,-0.755037785,460.6556911,0.000685292,43.28250808,432.7128718,0.003094372,42.83819413,419.9213735,0.005165479
43,47.47263074,425.9828386,0.999991179,10.47268438,428.6628546,0.158661768,0.200460672,452.6197357,0.004379197,40.75359869,436.9611511,0.00059712,43.21429998,436.7007408,0.002530993,8.172128677,417.4017918,0.018778127,6.550384521,429.2631402,0.008309721,39.9777298,435.7373652,0.001911678,48.41762209,439.6106968,0.000324169,4.592804372,437.011507,0.000184082,52.54495436,430.8787787,0.00066534,49.30198765,418.2864113,0.00414335
44,54.55045915,425.1183357,0.999992132,14.1213901,427.5637797,0.561945558,0.128624439,451.0561166,0.02339682,0.710675716,496.9437215,0.055766165,45.63799918,436.5059347,0.000433588,10.03482139,414.9096375,0.446116328,5.90813601,428.6608385,0.072269328,2.485310316,456.3238845,0.005031311,60.1223077,438.3248997,0.000668111,-0.39988184,496.1010509,0.002233406,60.71242124,430.8450983,0.000904879,61.927019,418.7134724,0.001303755
45,63.09549928,422.2614255,0.999993563,22.80636954,426.986517,0.133318424,2.24420774,450.5300746,0.007584987,1.801418781,498.8772644,0.039270982,0.819421768,503.0267873,0.003722087,16.40315723,413.1385481,0.929883957,5.865118504,427.4319842,0.125914574,4.949407279,456.4258275,0.002573357,64.56946993,438.4536734,0.000257352,0.33657527,498.1125984,0.012303492,63.95728922,428.1734333,0.001593185,66.26344299,415.4391842,0.001560273
46,68.28559965,422.5003943,0.999999523,28.57773662,425.3997173,0.623524189,3.994483517,449.4530139,0.011414125,3.745068997,498.990328,0.152500287,1.057101011,502.8262939,0.002546872,19.17367589,411.4643158,0.993687332,8.416053534,423.6597543,0.079425782,24.88856339,449.8086572,0.033648062,0.154676676,492.9091792,0.000514282,1.065747023,498.6333388,0.029594544,1.056089401,489.4916804,0.010227405,73.82727098,417.0926142,0.001415823
47,77.22893882,421.6420908,0.999999642,30.82546091,425.3274126,0.985997677,4.538565218,447.7473633,0.099255234,11.22167003,493.1571542,0.06051128,2.441168904,490.9050032,0.000869061,21.75389099,410.6607405,0.996162534,7.738579273,422.9430473,0.372351855,70.63185263,432.2272058,0.001618975,-0.527647495,489.3472016,0.000614733,2.968360543,495.0914822,0.017884215,0.226722002,480.8187199,0.001708987,84.18736625,417.7433066,0.003516464
48,82.91258383,420.5014331,0.999999404,41.08355045,421.2359958,0.99047637,17.26521897,442.3266921,0.264107555,15.72915411,490.3185825,0.465956837,6.877320051,491.3123699,0.031322166,27.7009778,408.0462112,0.997741818,7.923841476,417.3015718,0.038432591,27.83271356,435.9420938,0.004975568,4.384164482,447.3294444,0.000305085,6.558131218,490.9024848,0.053405475,4.164489418,485.303843,0.000417289,89.16851759,416.1648974,0.001528679
