scorer,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000,DeepCut_resnet50_Cheetah-merge1Sept21shuffle1_500000
49,91.99732326,418.5024866,0.999994397,48.15430403,421.6026742,0.99418503,26.5848428,444.225871,0.45457536,21.5260309,489.2328491,0.716703773,5.46566391,495.0287654,0.057116996,35.36762196,407.4672379,0.999887586,17.48432922,418.4163611,0.103514664,35.08574915,434.7914457,0.011251057,7.429537773,486.4176612,0.000377784,6.730203867,498.0544385,0.010141884,94.55949116,424.6766577,0.000241646,97.50406528,414.1801023,0.001323735
50,99.78701793,417.3997281,0.999996781,55.08193779,420.1940615,0.998949587,32.97319508,442.7195644,0.672065735,16.4006691,496.5363069,0.812779069,11.50356615,500.162771,0.121652335,38.70367694,404.2823109,0.999910831,18.5826875,414.6830161,0.29739362,3.686055064,441.1188407,0.073695265,24.86941218,450.8650827,0.000858997,12.56321019,497.1498489,0.330318958,0.84056592,427.3569437,0.000548322,104.8674304,411.9968717,0.001543163
51,107.9198086,415.3935056,0.999979377,61.59969091,418.774719,0.999953628,42.33483696,443.5593493,0.996204197,25.10646892,490.2674124,0.34195742,14.55885506,495.6288085,0.400614589,38.88792896,403.43361,0.999836802,9.597103596,410.900407,0.94735533,5.349963665,439.0777707,0.958022714,53.0243721,475.5252348,0.001616377,13.82469451,495.4833856,0.189339682,1.743024111,434.8806591,0.002477551,113.1329613,411.3724508,0.00347443
52,114.8481172,414.4989734,0.999970436,72.234828,419.0571542,0.999016047,50.93928087,442.5913359,0.992392659,63.16634369,483.7485292,0.049377136,6.702902079,485.5791469,0.101780064,49.75233674,404.3171841,0.999970794,9.298399925,412.2215492,0.999462783,14.26094389,443.4000825,0.923972249,67.70997143,475.5562241,0.002378397,5.133883238,484.8022645,0.049499542,0.926785231,478.9364529,0.000379225,120.5731144,409.2048116,0.001006991
53,123.0890115,414.0345399,0.99996078,78.62208486,418.3169117,0.999917746,61.10548246,443.3755037,0.998857498,30.02628064,485.5502559,0.688419282,66.21251011,489.555887,0.027154451,58.31502879,404.0779461,0.999934435,18.05772841,412.7214468,0.997119427,30.03445768,436.1122179,0.524183095,4.055965394,463.0023553,0.003277015,38.33021402,485.7257367,0.010149498,1.170565605,458.9172404,0.001549027,127.5870004,408.925442,0.002223163
54,131.7080748,413.3766817,0.999970436,89.5410378,418.7417954,0.999539375,69.21442974,444.1429893,0.99942553,45.03290129,486.8071618,0.943569124,53.8610158,480.8206997,0.28747341,68.9605785,405.1461382,0.999998331,23.93347502,413.7830746,0.99992907,35.87462057,437.4843724,0.988542318,86.17253733,472.1775858,0.01518711,41.43908238,487.5427132,0.009927599,0.35311389,412.2672367,0.005554443,-1.380697727,408.6773708,0.00056921
55,138.8455361,413.3444967,0.999976397,97.07214379,418.8737599,0.999925852,79.68367195,446.5413325,0.999971271,102.9701953,478.510083,0.983464956,58.6262778,481.7435694,0.496686757,76.12369321,405.4936427,0.99999845,32.9268918,414.1886923,0.999997735,42.82125258,439.0672028,0.998264849,28.9561044,468.0784886,0.340208679,55.52349186,484.2984843,0.237208277,-0.134709835,422.4543657,0.002935076,144.5830326,407.902657,0.001122281
56,147.5822263,411.8664617,0.99999404,105.8502448,419.2371215,0.999766886,88.17342806,445.5782235,0.999985337,114.3557414,476.4878088,0.985952139,74.4974122,480.3237796,0.759733379,83.84035498,406.5345814,0.999999642,39.97515869,415.7868125,0.999985933,53.11520123,437.936246,0.999633551,41.19099498,467.7300897,0.64625752,68.19109938,486.3702977,0.553976357,1.929683208,444.8084294,0.548882902,153.5533371,407.5575109,0.000710834
57,155.6301329,412.5253224,0.999969959,114.0261571,420.4821721,0.999969602,98.3613795,446.7464948,0.999982357,126.4011431,475.0960237,0.950733542,88.48102188,478.2241778,0.737392068,91.86244524,407.1976438,0.999999404,49.79621553,416.0983071,0.999983072,63.59939337,436.9269323,0.998717189,53.60053718,471.8870378,0.176186919,82.06906486,487.4681363,0.593954206,4.284791946,455.2865317,0.998344421,160.5825238,407.7925754,0.003057504
58,164.3757443,412.1449537,0.999987006,122.4260131,420.046503,0.99969697,108.8640178,450.5510707,0.999976277,91.99619492,487.076755,0.950117767,100.0680871,479.6489768,0.792298377,99.23363048,408.5076971,0.999999285,55.9004972,417.7408094,0.999951601,69.73656595,437.4380125,0.998785317,64.31044197,473.1948929,0.581414104,91.86842,488.8232656,0.426042587,11.50060317,461.0390979,0.99787724,2.299641132,455.5769734,0.002838938
59,172.5083764,412.3519579,0.999968648,131.1247391,421.7701658,0.999922633,119.6608644,452.4669451,0.999951482,100.8192084,489.2304232,0.981029749,108.3200601,484.5413021,0.56718874,108.7210797,409.3112965,0.999998331,65.8136766,418.7982531,0.999994755,77.98653972,440.3654389,0.988454163,75.52843153,475.2584985,0.426487327,101.2718939,492.3828665,0.775525928,19.35108912,462.6766703,0.999468029,179.7540419,408.8548028,0.004831109
60,181.4917129,411.9800605,0.999962807,140.5117963,422.544677,0.999415755,130.1772139,453.9388604,0.999914646,106.1231648,495.5644183,0.992128611,167.2398863,485.6218045,0.034911595,117.1746405,410.8775159,0.999996781,71.90599513,420.3440953,0.999979973,84.44837782,441.3737445,0.854613721,85.49275017,480.0257082,0.375323296,107.993076,497.2440929,0.897857845,24.27496195,464.5864413,0.999582827,1.069711685,471.6554646,0.01427943
61,190.9795897,412.4838187,0.999928594,148.8727798,424.2421083,0.999906778,143.1673794,458.1625679,0.998547733,115.7635984,498.1598362,0.835529447,181.6552773,480.6418943,0.09169127,124.7442577,411.6564476,0.999986649,80.18659902,421.805865,0.999982953,91.92513583,446.9903419,0.960610926,93.74333203,479.8578248,0.604313374,120.0716033,497.6701772,0.94350493,30.47682238,467.545176,0.999873281,2.525982618,472.2107275,0.027151661
62,199.1221395,412.1978875,0.999965906,159.0401475,424.7120073,0.999809325,154.7518028,460.258326,0.999355257,189.366654,475.7384731,0.895253837,195.5314524,483.9758484,0.251810908,133.851855,413.3965529,0.999998689,86.67897964,423.9182007,0.999991655,98.21767998,451.0506641,0.990924597,100.0960251,484.764389,0.363411456,122.3203518,502.4016998,0.448204488,37.88081157,468.5814025,0.999963045,6.87251091,471.8166885,0.646820426
63,208.3566232,414.5816627,0.999931812,167.1528716,425.4627466,0.99994576,168.2125959,462.077064,0.999977946,203.3505775,479.3425255,0.932224274,212.4968707,486.5497937,0.48643294,143.0457873,415.0747237,0.999992728,95.84508657,425.4081182,0.999968648,105.6794627,452.5942852,0.974443734,103.2402658,488.2654502,0.061118565,123.6425101,504.7331607,0.026149126,47.17229438,469.5361059,0.999966264,14.95568061,475.1240897,0.999876022
64,218.3913943,414.2910788,0.999865651,175.7608881,426.4963638,0.999981403,181.0981987,463.9287772,0.999993801,212.6452659,480.2476788,0.862393796,226.9805,487.5704403,0.819317222,150.5560565,416.3412647,0.999999166,102.5238156,428.4248592,0.999916911,111.8896084,454.3993173,0.960194647,107.895494,490.3122097,0.016515067,224.2229769,492.5646367,0.008128453,54.62397671,472.3361087,0.999921679,19.26548237,476.8498339,0.999969959
65,227.2737573,414.8571639,0.999990344,185.1416507,426.9486238,0.99987638,194.5154399,464.4930308,0.999999523,229.7099942,485.0689873,0.982028723,238.56882,488.4254136,0.9351964,157.1429145,418.2585504,0.999999166,108.210441,430.7505374,0.999759972,118.0916934,456.9624395,0.557645559,110.7437198,491.5960928,0.022251977,234.4429082,494.2206728,0.028551668,63.94366837,471.6464639,0.999973178,25.96190548,477.6512207,0.998987615
66,238.9041371,416.7003858,0.999987125,193.639261,427.9043804,0.999974132,206.0015068,463.0905671,0.999998927,243.7796388,491.0669345,0.92354548,249.8842864,490.492758,0.940188169,163.6667684,421.0954545,0.999999046,116.1632071,434.8747935,0.999850512,126.6337047,462.9969621,0.889675617,109.4239236,491.6585119,0.016956655,119.0790367,503.6342549,0.008348701,70.10977912,474.040221,0.99999392,33.59796906,478.3815665,0.999937415
67,247.8806577,417.348572,0.999994516,202.4510655,429.7521865,0.999950409,217.8263597,464.1064281,0.999999881,257.8330569,498.7939142,0.965428889,262.5980797,496.3509464,0.678959787,171.2470685,423.2186651,0.999997497,122.4620581,436.7043326,0.999912739,133.0810121,468.0729011,0.989616394,102.5551465,489.8056409,0.664591491,117.3965586,504.8254011,0.04439519,79.44517469,475.1081471,0.999993682,41.24492693,479.0180984,0.999978065
68,256.688086,418.6560785,0.999998808,212.4652073,431.144907,0.99993062,229.4958211,464.6987307,0.999999881,267.7251409,502.3867602,0.965367675,273.8041906,500.3104675,0.103293508,178.91552,424.4826465,0.999999523,130.591465,438.3785803,0.999862194,140.369514,469.3266816,0.981721044,106.280604,490.0051485,0.983686984,118.1435885,506.6102576,0.486479431,87.53910279,476.26538,0.999995828,48.3608675,479.6232519,0.999992251
69,266.2384784,419.8470034,0.999984503,222.0324347,431.5382915,0.999958873,237.9380884,465.354352,0.999998212,274.9607556,506.0250407,0.997219443,281.0169554,503.2639956,0.59521687,187.6951619,426.068377,0.99998033,139.7633733,438.1101139,0.999969959,145.3303783,472.5819654,0.996663868,112.34512,489.4691267,0.988035142,118.3812256,506.0545838,0.268792748,96.58174729,474.5680676,0.999993443,57.18376732,480.431433,0.999995112
70,275.6547776,422.9148073,0.999992132,233.198432,433.5477364,0.999936461,245.604076,468.1097831,0.999999762,279.4351761,506.9047385,0.973444939,284.1136214,501.7473748,0.144601688,196.3355892,426.4346303,0.99999547,145.8710546,438.2638254,0.999980927,149.3140961,474.1581727,0.999703705,115.2708173,487.4279633,0.993944228,118.5709367,507.3806657,0.113890015,104.1924109,474.2020332,0.999969721,66.5838269,480.6246109,0.999999046
71,285.0779523,424.3211448,0.999976039,242.6098204,433.6605341,0.999742925,252.2666699,471.8951833,0.999993682,284.0574878,509.780329,0.981571019,292.5809318,501.3921026,0.547155678,204.1423183,426.7049272,0.999864817,155.4748456,436.64624,0.999977589,153.8174233,474.2250899,0.998593867,121.1054397,487.4960194,0.9701671,119.3102889,509.1993068,0.054590281,111.9847405,472.1186986,0.999948025,77.38067472,481.0412135,0.999990702
72,294.1596498,425.7779548,0.999991417,252.3014331,435.4561109,0.999962449,257.3346207,476.2527581,0.999998093,285.4717357,511.3453369,0.998546362,305.0670328,496.7498908,0.504574716,213.212851,427.0533843,0.999993563,163.9040098,436.4659092,0.999997854,160.1245222,471.3171279,0.993399143,126.805902,486.0702353,0.950577974,124.6200817,507.3034267,0.31200844,119.3721139,469.9815814,0.999930263,86.57964468,480.2964082,0.999999046
73,305.0070541,429.8505001,0.999981046,263.3488038,437.1604241,0.999978065,260.8590747,476.8987484,0.999994636,283.2936285,509.812573,0.988735974,316.4811872,496.757452,0.063758969,224.2063892,426.2279527,0.999960542,172.6039799,434.762087,0.999970078,163.9025596,470.9420779,0.997751772,131.3081459,483.9760655,0.928703666,129.2435012,504.9191303,0.03050036,127.4286706,468.565878,0.999553621,95.60597181,478.4283042,0.999964952
74,315.841029,433.0606134,0.999992013,273.3540206,437.6684139,0.999971151,265.2470424,476.6881452,0.999376357,324.4976926,497.5305235,0.177221268,329.9502981,499.9911059,0.56565249,232.234879,426.4786828,0.999964118,180.6223936,434.7248267,0.999995708,169.8855605,468.6170809,0.987339914,137.7307844,481.9499853,0.280641884,131.1775048,503.782722,0.676682293,136.4729524,465.7301986,0.995431423,104.7187996,477.5958252,0.999988437
75,325.3189536,435.9635455,0.999996781,281.8561006,439.598527,0.999980927,269.9704192,477.0077096,0.999315143,335.3681068,501.0274241,0.702713668,342.3596492,503.3239269,0.255233705,243.4950248,427.3719171,0.999997258,190.1801796,432.7992101,0.999961972,176.3022072,466.9778155,0.99715817,145.3274131,478.1805773,0.148317724,133.0218226,503.0105295,0.955978155,147.192243,461.4662175,0.991373122,113.6245072,475.1256269,0.999994636
76,336.483222,438.9661598,0.999994993,289.8898273,442.9992118,0.999442279,276.1187739,472.4097371,0.998535514,351.1116104,506.1653662,0.924063325,355.5326769,507.6139615,0.057979219,253.9223909,428.3441931,0.99988389,199.2837844,432.6406202,0.999916911,182.247143,467.8725066,0.959283471,151.4141579,480.0691509,0.113092154,138.4946628,502.4235406,0.938063323,153.1508284,461.0742959,0.992974043,123.7553532,472.6188002,0.999981165
77,348.5364562,440.6797814,0.99993515,296.294291,444.2389694,0.996571183,284.8301443,467.6543376,0.839098752,358.2109668,509.4662433,0.91910845,368.6481836,508.2360463,0.022397807,261.4070272,428.4639737,0.999956965,210.5670816,430.9908774,0.999969125,194.1855195,467.0669124,0.988312662,161.3521295,476.6268393,0.319294393,141.5662841,496.3219481,0.922737658,164.8495123,459.2364473,0.997094631,131.9920475,471.8786681,0.999998212
78,356.2929867,442.3995461,0.999974728,307.2803491,445.0694666,0.968946397,290.4473158,465.6003566,0.026660072,367.2124166,514.9763242,0.990713239,374.016923,510.1023643,0.013082286,273.0497799,429.7290109,0.999758184,221.3738848,429.8342206,0.999860525,208.3412726,465.3751278,0.991068065,173.0869533,475.2563452,0.657341063,153.1107256,489.5124562,0.758540154,177.9951355,457.5934515,0.990812242,142.5297868,471.2932291,0.999994993
79,366.7246895,442.5309782,0.99991858,317.0581048,446.1818638,0.921296597,341.4057951,477.6716527,0.046524633,370.2564389,517.9392853,0.998286784,370.6500119,516.9647351,0.002717539,282.9886671,429.4642097,0.998794436,231.7929809,429.4276884,0.99993813,220.1993711,465.4241693,0.991847634,179.853281,469.6779548,0.262910694,162.3334367,485.7742498,0.985249221,188.1495659,457.3791194,0.999186933,151.7462552,467.9003526,0.999998689
80,374.7882669,444.7898618,0.999979496,331.6475945,446.4525564,0.59133631,344.7175515,478.283447,0.01104157,372.0721279,518.8839657,0.996701062,372.2925068,521.006223,0.000989282,293.6154637,430.22474,0.998753786,241.0757027,428.5318071,0.999936938,232.582777,465.6351795,0.995972812,191.9981823,466.9679484,0.748421192,172.1557908,484.7483002,0.97548306,197.8632246,455.0798643,0.996707439,160.4357424,467.100359,0.999991894
81,385.4046943,447.0975878,0.999970794,340.4339206,446.6711977,0.91827786,346.7145163,488.6444016,0.115960464,370.8015748,516.9033355,0.991299331,285.8708789,509.977286,0.002928367,305.8483396,431.1717422,0.999614239,252.7137903,428.261723,0.999919891,245.9482303,465.3641269,0.996931076,203.7162525,463.3607836,0.839517832,187.4926239,484.8708436,0.984328508,209.8423018,453.1346769,0.99884665,169.3076863,464.7834563,0.999984145
82,395.280233,447.7437105,0.999981523,352.3965178,447.6726766,0.910695732,359.792665,489.9880214,0.008228627,369.4449892,517.9083091,0.99300766,203.378293,482.9446049,0.001928792,317.7269107,431.4931493,0.999533296,266.1833783,428.5622428,0.999902129,260.9210759,464.5253439,0.99875927,214.2348382,463.3559065,0.967439413,202.1324927,483.7879069,0.966906607,219.4332653,453.8597519,0.999639273,178.7916534,463.0166025,0.999958754
83,403.2740438,451.0185861,0.99998045,360.6871095,449.2842591,0.898234189,360.7669477,491.8600881,0.196252152,368.6410677,518.0226367,0.970178068,368.0523715,522.2908745,0.00118996,324.5477673,432.2613912,0.999422431,275.549715,428.4126889,0.999970913,273.9744625,463.4200668,0.99961251,234.7692007,461.7779969,0.928441286,219.7703779,484.0004794,0.665721118,228.5446103,454.2575045,0.999952555,191.3986864,463.0427122,0.99996233
84,413.346513,450.9146062,0.999955654,370.6325865,451.2990004,0.880291641,405.2074394,462.4896579,0.001858715,367.5410881,518.32687,0.734593153,301.1558149,510.8982596,0.032733455,333.6569191,431.8354406,0.998436987,288.0926414,429.2220252,0.999842048,289.375386,462.342052,0.999268472,250.1256974,460.4408576,0.913163543,236.9884369,484.9348469,0.793771982,237.290078,456.0470729,0.999922276,198.8002918,462.9753623,0.999976635
85,421.8647618,453.4347121,0.999988556,377.7509789,451.3278976,0.835428715,346.8834991,469.9284071,0.000672667,325.094511,508.1537281,0.390041262,311.3343441,510.005028,0.087413356,347.4486392,434.4142483,0.999330044,298.0008334,430.6909354,0.999729216,302.4376018,462.4201052,0.998678625,260.9379531,463.3331895,0.966470122,257.575495,487.5057492,0.900776386,246.9950418,457.1718085,0.999881268,208.8076768,462.6612835,0.999988317
86,431.0845118,453.8173465,0.999995112,386.9809208,451.1810915,0.970234871,422.0619111,463.1944051,0.002640818,338.7372313,509.3705848,0.430244505,321.8005724,510.0001915,0.192226723,354.751105,433.8719256,0.998902321,308.5770559,431.1758957,0.999826968,317.3549532,460.2851625,0.998683035,276.3116847,464.6282723,0.985298276,274.9839516,488.2185745,0.973317385,258.9144753,456.6402111,0.999710262,218.4798908,462.6357794,0.999955654
87,440.5123305,455.4770303,0.999901056,395.5954798,451.921876,0.842796922,364.1404718,467.6803761,0.032635409,358.7179012,511.1970701,0.959839642,334.0860791,508.1157055,0.027897976,365.1619546,434.160271,0.999549687,322.7101004,432.6879835,0.999173582,328.9580894,460.3554967,0.997776926,290.6348618,466.0322311,0.996002972,290.173557,492.4377348,0.996512592,263.9066234,461.3907557,0.999915481,227.3917057,461.2945138,0.999992967
88,450.199367,455.7931931,0.999981999,403.6664219,450.8443464,0.812495947,374.7354002,466.2840531,0.184046686,366.8566134,511.7198863,0.932701349,446.1890569,465.6606655,0.016903039,374.5098515,434.1730547,0.999610007,331.8590538,434.3791267,0.999172509,341.931587,459.0081986,0.999375284,301.9083097,468.9235225,0.997628748,308.2246265,494.3207886,0.93542248,273.2151098,464.1480784,0.999891162,236.5430534,462.1937957,0.999961495
89,458.3938317,454.7076838,0.999968886,412.9431365,450.1716518,0.902301073,386.9114062,466.0712512,0.974583745,375.5452549,510.6162333,0.861770868,452.2768386,467.068223,0.007581693,385.28952,434.1089448,0.999400377,340.1649548,434.7705215,0.999826491,356.8759338,456.08742,0.999756753,315.4126782,469.7922407,0.993840456,325.0493931,496.6913326,0.95326823,281.9927301,466.5663142,0.99998796,245.0974751,463.641108,0.999998331
90,467.5632426,454.2768888,0.999988914,421.8293527,448.7037184,0.914392829,396.3246955,465.6313076,0.912867606,386.817217,509.7000414,0.982674062,463.4133027,466.8566475,0.019398764,396.1694855,433.1143863,0.996661782,352.1851804,435.7156856,0.998972774,368.2581596,455.6140079,0.998412132,329.340487,470.7660162,0.96369803,345.2040045,501.2701445,0.184039176,292.9614765,467.5605528,0.999999166,254.6671801,464.7800481,0.999983907
91,478.1354611,453.5982995,0.999979734,429.8926107,448.5298204,0.987125814,407.7778754,462.4160097,0.692576647,399.2425618,510.4401398,0.98345542,396.4137516,505.7742238,0.023344615,404.1570551,431.8083391,0.998518288,362.4953907,436.9273031,0.999758303,379.8825319,455.3876271,0.998780429,341.2379922,473.0680544,0.642246842,386.8819188,507.700829,0.016215745,304.8281598,467.1157497,0.999990582,263.8634465,466.854861,0.999995828
92,485.431885,452.9027497,0.999986172,441.7779398,449.8006077,0.980529487,417.4491813,467.1814111,0.825653493,396.0437134,507.0008957,0.941945195,390.1523495,505.3886197,0.00479491,416.7970591,433.9344168,0.998456836,370.3862094,437.0946051,0.999913931,390.1193883,454.95242,0.998876154,355.5178826,477.0391269,0.469705731,386.7928417,512.0288346,0.018863695,311.1810822,473.3693223,0.999997854,272.6202066,469.4332483,0.999985695
93,494.7037981,452.1864005,0.99999392,450.435205,450.2275997,0.995140195,428.2116421,467.7603783,0.386174738,396.4433808,500.9206834,0.904738247,393.6675394,506.7038881,0.024853785,428.7576668,434.7360452,0.999571145,382.2822773,438.5970955,0.999868274,401.4880786,456.7074394,0.998878777,367.9187353,478.3019094,0.828729272,401.2118816,509.3225617,0.07544142,322.1806439,472.7858884,0.999991655,280.8324852,470.119055,0.999985814
94,501.705623,451.5137486,0.999986887,460.6376094,450.2828112,0.999542594,437.9602582,468.6442671,0.92594552,410.8815969,502.3135953,0.877001703,412.6274109,504.1797364,0.007459758,437.9093965,435.4071525,0.999690056,392.5737619,439.7065759,0.999558032,411.9474027,455.6823287,0.999050438,383.622072,483.6542465,0.770121098,419.486346,507.7675662,0.082851022,332.7381806,473.8383899,0.99998641,289.6012733,472.9137979,0.9999578
95,512.230072,452.1407543,0.999969602,470.4396167,451.2087286,0.997505486,450.4145111,470.2570972,0.999385953,425.7869484,502.390801,0.795861065,425.9568152,502.1442776,0.141097918,448.1643488,436.9718514,0.999685049,401.7906027,441.5090046,0.999902368,420.7694075,459.1955206,0.999741137,397.6274687,486.7890813,0.812722325,429.7802076,506.2802962,0.37995407,341.9460745,475.7830779,0.999998927,296.8934216,474.7322285,0.999974966
96,519.7619298,451.4435329,0.999870181,480.40942,450.5592304,0.999183834,461.4021287,471.3406236,0.999847889,478.36902,501.1837971,0.851104975,442.0622032,503.8819389,0.202120602,457.5188897,437.4685259,0.999774039,412.5318171,442.3240082,0.99992466,433.6797402,459.3947137,0.999278009,414.0094588,489.0120294,0.98200202,442.1475036,506.1120523,0.609609902,354.0492895,477.3933218,0.999996185,306.1751678,476.6552544,0.999992371
97,529.5776401,452.1352795,0.999962091,492.1501304,451.9990644,0.987925291,474.5084428,474.2706323,0.999059737,494.4959431,501.0081458,0.96275264,453.2214482,502.7022989,0.011447845,467.418929,438.0651221,0.999886036,420.4986926,443.7259879,0.999965429,441.9713202,460.6312044,0.995263934,429.1130399,492.6928463,0.990976691,451.5527474,508.889816,0.795957029,361.2665396,479.2915497,0.99999547,315.9804575,481.0149789,0.999992013
98,539.9632909,450.5534011,0.999945045,501.8457847,452.4173675,0.996820092,483.1770366,471.8072159,0.999915361,507.0382414,499.8138402,0.989031851,468.0605848,501.7358224,0.127471477,477.0545062,439.0286295,0.999683022,429.7929127,445.641233,0.999894023,452.9002926,461.6088904,0.998656988,439.257597,497.0970027,0.994589686,458.9245453,511.7240107,0.403375268,372.3099724,480.6749783,0.999999642,326.3213174,482.2900101,0.99999702
99,548.1791961,451.8407874,0.999963641,511.0361056,452.8253791,0.998438895,495.0604725,474.6938486,0.999922156,518.1435175,497.8949933,0.966563344,483.4081084,500.7371516,0.489110887,485.7117665,440.6349578,0.999018788,439.130883,448.7583761,0.999866843,461.9485828,464.462851,0.992365301,449.2808383,502.333364,0.998797417,456.2804413,516.7063845,0.005997225,381.3225451,483.3120867,0.999993682,335.1454725,485.0064512,0.999997735
100,558.5633459,451.6661676,0.999955535,522.7813662,454.041034,0.999093294,506.2913456,475.8394613,0.999977589,532.7301272,498.7865243,0.995899379,494.9445238,502.6133206,0.931321979,495.6066079,441.2064404,0.99978286,448.4425955,450.7793858,0.999899387,470.2976899,466.587791,0.981580794,453.2572488,502.8555269,0.999621034,465.6055808,520.8851664,0.020259006,391.0706406,484.2303382,0.999998927,345.5132792,486.4513102,0.999981284
101,567.3508258,451.1748731,0.999982715,531.7425984,455.4416199,0.998919368,518.526758,476.8477293,0.999990344,546.7608538,496.3879907,0.9765082,510.4967861,507.1866622,0.870036483,506.6779971,442.8249158,0.999596655,454.4175808,452.8963333,0.999846816,479.1103427,469.8353949,0.996318579,453.4288232,506.94341,0.774486542,459.919183,522.3664757,0.056780595,401.5697143,485.036819,0.999996424,353.9929781,487.6316931,0.999997735
102,577.4057345,451.6509884,0.999994159,540.3128565,455.881592,0.999195039,530.7870127,480.3500733,0.999980092,559.1257133,492.699207,0.973309934,562.4605976,497.5181007,0.119176514,514.9062988,444.0900741,0.999953508,466.7535807,456.4166784,0.999940991,486.6758983,475.7112287,0.977143526,450.0625587,506.2709491,0.338260472,459.9051764,524.3930114,0.169332713,409.5634384,487.0175498,0.999986172,362.7478503,488.7877178,0.999963403
103,589.260249,451.2947011,0.999968886,550.3859439,455.9840388,0.999624848,543.4798937,483.9125237,0.999986887,572.0030566,489.4326315,0.974102437,577.7793505,495.6755357,0.661621094,525.9874955,446.3857753,0.999891996,476.5340436,458.8881778,0.999593198,493.2197877,482.4639184,0.980170369,449.1792922,506.0083128,0.914396763,460.5373104,525.359158,0.707093239,422.5920804,487.1641679,0.999997377,373.1079743,490.852336,0.99998498
104,597.0747422,452.2812771,0.999993682,559.8279757,456.6763537,0.999681354,558.1539114,485.1101623,0.999899983,583.4786513,490.7696273,0.906685293,590.1053035,496.8717699,0.091990493,531.3399222,447.5193677,0.999993324,482.8362808,461.8281947,0.999838948,501.2029786,479.4927478,0.940311372,450.6789055,505.819669,0.992818892,463.0662162,526.5639992,0.196346313,432.3773401,486.212496,0.99998939,383.4722593,493.9541011,0.999904513
105,607.5682712,453.9968399,0.999992371,568.7479148,457.7234068,0.999927163,570.9969099,486.2823596,0.999583781,598.8129339,490.0417601,0.968373716,605.6007429,500.0622987,0.071235865,537.6576562,450.4782037,0.999997377,490.398362,463.5507975,0.999663353,506.4094359,482.2071404,0.851449549,455.126997,505.325166,0.998006761,464.9845085,526.3279636,0.339391828,439.8942826,487.8296647,0.999997139,392.8022499,494.5709658,0.999975681
106,618.3228189,454.2331097,0.999936104,579.3443058,458.0707122,0.999861956,583.7198691,488.0586863,0.999837995,612.1833325,491.4001296,0.994388163,621.5676615,501.4711819,0.060769711,545.1059809,452.4885995,0.99999845,499.7817022,464.5477948,0.999934077,510.9126821,493.9882187,0.885974228,461.2485452,506.6099014,0.998315573,466.5478034,526.6429291,0.011023887,449.7270365,487.7381501,0.99998498,401.603554,496.6677597,0.999998689
107,627.5808977,455.3749797,0.999952316,589.5182052,458.9208051,0.999943733,597.4022219,490.0054231,0.999982953,626.0955011,492.2488042,0.997713804,637.846375,500.282122,0.972116947,555.6181917,453.9199557,0.999995708,508.2681099,466.920213,0.999922156,515.4479481,499.0023811,0.995536327,469.1845536,505.6094701,0.999696255,476.7714944,525.968075,0.016355395,459.1285861,487.9575086,0.999862552,413.7550272,498.5240307,0.999997735
