scorer,DeepCut_resnet50_Cheetah-merge2Sept23shuffle1_200000,DeepCut_resnet50_Cheetah-merge2Sept23shuffle1_200000,DeepCut_resnet50_Cheetah-merge2Sept23shuffle1_200000,DeepCut_resnet50_Cheetah-merge2Sept23shuffle1_200000,DeepCut_resnet50_Cheetah-merge2Sept23shuffle1_200000,DeepCut_resnet50_Cheetah-merge2Sept23shuffle1_200000,DeepCut_resnet50_Cheetah-merge2Sept23shuffle1_200000,DeepCut_resnet50_Cheetah-merge2Sept23shuffle1_200000,DeepCut_resnet50_Cheetah-merge2Sept23shuffle1_200000,DeepCut_resnet50_Cheetah-merge2Sept23shuffle1_200000,DeepCut_resnet50_Cheetah-merge2Sept23shuffle1_200000,DeepCut_resnet50_Cheetah-merge2Sept23shuffle1_200000,DeepCut_resnet50_Cheetah-merge2Sept23shuffle1_200000,DeepCut_resnet50_Cheetah-merge2Sept23shuffle1_200000,DeepCut_resnet50_Cheetah-merge2Sept23shuffle1_200000,DeepCut_resnet50_Cheetah-merge2Sept23shuffle1_200000,DeepCut_resnet50_Cheetah-merge2Sept23shuffle1_200000,DeepCut_resnet50_Cheetah-merge2Sept23shuffle1_200000,DeepCut_resnet50_Cheetah-merge2Sept23shuffle1_200000,DeepCut_resnet50_Cheetah-merge2Sept23shuffle1_200000,DeepCut_resnet50_Cheetah-merge2Sept23shuffle1_200000,DeepCut_resnet50_Cheetah-merge2Sept23shuffle1_200000,DeepCut_resnet50_Cheetah-merge2Sept23shuffle1_200000,DeepCut_resnet50_Cheetah-merge2Sept23shuffle1_200000,DeepCut_resnet50_Cheetah-merge2Sept23shuffle1_200000,DeepCut_resnet50_Cheetah-merge2Sept23shuffle1_200000,DeepCut_resnet50_Cheetah-merge2Sept23shuffle1_200000,DeepCut_resnet50_Cheetah-merge2Sept23shuffle1_200000,DeepCut_resnet50_Cheetah-merge2Sept23shuffle1_200000,DeepCut_resnet50_Cheetah-merge2Sept23shuffle1_200000,DeepCut_resnet50_Cheetah-merge2Sept23shuffle1_200000,DeepCut_resnet50_Cheetah-merge2Sept23shuffle1_200000,DeepCut_resnet50_Cheetah-merge2Sept23shuffle1_200000,DeepCut_resnet50_Cheetah-merge2Sept23shuffle1_200000,DeepCut_resnet50_Cheetah-merge2Sept23shuffle1_200000,DeepCut_resnet50_Cheetah-merge2Sept23shuffle1_200000,DeepCut_resnet50_Cheetah-merge2Sept23shuffle1_200000,DeepCut_resnet50_Cheetah-merge2Sept23shuffle1_200000,DeepCut_resnet50_Cheetah-merge2Sept23shuffle1_200000,DeepCut_resnet50_Cheetah-merge2Sept23shuffle1_200000,DeepCut_resnet50_Cheetah-merge2Sept23shuffle1_200000,DeepCut_resnet50_Cheetah-merge2Sept23shuffle1_200000,DeepCut_resnet50_Cheetah-merge2Sept23shuffle1_200000,DeepCut_resnet50_Cheetah-merge2Sept23shuffle1_200000,DeepCut_resnet50_Cheetah-merge2Sept23shuffle1_200000,DeepCut_resnet50_Cheetah-merge2Sept23shuffle1_200000,DeepCut_resnet50_Cheetah-merge2Sept23shuffle1_200000,DeepCut_resnet50_Cheetah-merge2Sept23shuffle1_200000,DeepCut_resnet50_Cheetah-merge2Sept23shuffle1_200000,DeepCut_resnet50_Cheetah-merge2Sept23shuffle1_200000,DeepCut_resnet50_Cheetah-merge2Sept23shuffle1_200000,DeepCut_resnet50_Cheetah-merge2Sept23shuffle1_200000,DeepCut_resnet50_Cheetah-merge2Sept23shuffle1_200000,DeepCut_resnet50_Cheetah-merge2Sept23shuffle1_200000,DeepCut_resnet50_Cheetah-merge2Sept23shuffle1_200000,DeepCut_resnet50_Cheetah-merge2Sept23shuffle1_200000,DeepCut_resnet50_Cheetah-merge2Sept23shuffle1_200000,DeepCut_resnet50_Cheetah-merge2Sept23shuffle1_200000,DeepCut_resnet50_Cheetah-merge2Sept23shuffle1_200000,DeepCut_resnet50_Cheetah-merge2Sept23shuffle1_200000,DeepCut_resnet50_Cheetah-merge2Sept23shuffle1_200000,DeepCut_resnet50_Cheetah-merge2Sept23shuffle1_200000,DeepCut_resnet50_Cheetah-merge2Sept23shuffle1_200000,DeepCut_resnet50_Cheetah-merge2Sept23shuffle1_200000,DeepCut_resnet50_Cheetah-merge2Sept23shuffle1_200000,DeepCut_resnet50_Cheetah-merge2Sept23shuffle1_200000
bodyparts,r_eye,r_eye,r_eye,l_eye,l_eye,l_eye,r_shoulder,r_shoulder,r_shoulder,r_front_knee,r_front_knee,r_front_knee,r_front_ankle,r_front_ankle,r_front_ankle,r_front_paw,r_front_paw,r_front_paw,spine,spine,spine,r_hip,r_hip,r_hip,r_back_knee,r_back_knee,r_back_knee,r_back_ankle,r_back_ankle,r_back_ankle,r_back_paw,r_back_paw,r_back_paw,tail1,tail1,tail1,tail2,tail2,tail2,l_shoulder,l_shoulder,l_shoulder,l_front_knee,l_front_knee,l_front_knee,l_front_ankle,l_front_ankle,l_front_ankle,l_front_paw,l_front_paw,l_front_paw,l_hip,l_hip,l_hip,l_back_knee,l_back_knee,l_back_knee,l_back_ankle,l_back_ankle,l_back_ankle,l_back_paw,l_back_paw,l_back_paw,lure,lure,lure
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,4.308985948562622,1002.8627004623413,0.0010895607993006706,239.69051837921143,557.2257387638092,0.003627883270382881,243.83250379562378,557.1002349853516,0.0019580977968871593,242.6613597869873,558.3589134216309,0.001174765289761126,1793.9883699417114,1073.1393933296204,0.0005198585567995906,941.5505441427231,642.9615926742554,0.0006016575498506427,242.9820375442505,556.5933839678764,0.002216859022155404,242.0570707321167,557.8772231340408,0.00211564009077847,247.10979890823364,564.2212984412909,0.002560167107731104,243.44091272354126,561.5756373405457,0.0009537353180348873,0.8638143539428711,1022.7361876964569,0.003163031069561839,240.4079942703247,560.151038646698,0.002063277643173933,455.7193760871887,1033.861976146698,0.005651997402310371,242.87234544754028,556.7850713133812,0.0055762832053005695,243.05790328979492,560.5085458755493,0.0010799870360642672,1790.3937318325043,1073.2457933425903,0.0035069214645773172,242.0329942703247,562.309220790863,0.001545432605780661,248.81621742248535,557.2423743009567,0.0012411611387506127,242.89081001281738,560.0411324501038,0.00039379624649882317,1488.0092465877533,1056.0409388542175,0.0005759512423537672,2.839872717857361,1009.227952003479,0.0015017763944342732,943.6714510917664,641.2299554347992,0.22829091548919678
1,4.22924417257309,1002.7033730745316,0.001128458883613348,3.1956851482391357,1003.7319041490555,0.0034678501542657614,243.89850425720215,557.131316781044,0.001900956267490983,252.00863529462367,564.2542853355408,0.0013570192968472838,1793.9723782539368,1073.167004585266,0.0005197295104153454,941.7980712652206,642.9769115447998,0.0007465463131666183,243.12472105026245,556.546031832695,0.0021373028866946697,242.01971197128296,557.8646765947342,0.0021991764660924673,247.06909918785095,564.3691613972187,0.002923307940363884,243.3441300392151,561.6495089530945,0.0009275550255551934,0.8511123657226562,1022.7114779949188,0.002697603777050972,240.31822156906128,560.1858329772949,0.0020871716551482677,455.673237323761,1033.775055885315,0.006625553593039513,242.89026737213135,556.7829339504242,0.005579215940088034,243.0679783821106,560.5921401977539,0.0010844154749065638,1790.3641562461853,1073.3031210899353,0.0033831207547336817,241.94741487503052,562.3382434844971,0.0014319344190880656,248.85147953033447,557.1626107692719,0.00114992365706712,242.91236019134521,560.1557669639587,0.0003793174691963941,1487.998294353485,1055.8670327663422,0.000713896646630019,2.8183079957962036,1009.1344003677368,0.0014358240878209472,943.7899267673492,641.2814476490021,0.27651309967041016
2,4.260314762592316,1002.8032479286194,0.0013234477955847979,3.3756023049354553,1003.8769671842456,0.0036537880077958107,243.8088140487671,557.1649154424667,0.002024157904088497,252.06633046269417,564.2275109291077,0.0016813642578199506,1793.9954814910889,1073.213372707367,0.0005647045909427106,941.9595544338226,643.0791339874268,0.0007964213727973402,243.0378007888794,556.5551100373268,0.0022585478145629168,241.95230913162231,557.8941209316254,0.002312180818989873,247.06414151191711,564.4012382030487,0.0031617111526429653,1790.8286533355713,1072.1312818527222,0.0009825016604736447,0.8919398784637451,1022.689783334732,0.00287134968675673,240.2835454940796,560.2137804031372,0.0021282874513417482,455.70081615448,1033.8733353614807,0.006486102938652039,242.8420066833496,556.8313454985619,0.005794032476842403,243.09651803970337,560.5748066902161,0.0010937178740277886,1790.3874444961548,1073.3485708236694,0.003802419872954488,241.94929265975952,562.3375449180603,0.0015383587451651692,249.07587027549744,557.1669366359711,0.0012974172132089734,252.8084107041359,565.4335460662842,0.00043568850378505886,1487.9793066978455,1056.019582748413,0.0006786006269976497,2.826067090034485,1009.316240310669,0.0015389879699796438,943.7088248729706,641.38201212883,0.2879921495914459
3,4.216222658753395,1002.8554890155792,0.0012380682164803147,3.3012083768844604,1003.956401143223,0.003911121282726526,243.85536670684814,557.1117782592773,0.001998549560084939,252.13744908571243,564.1432476043701,0.001617747824639082,1793.9343671798706,1073.2236981391907,0.0005768250557594001,941.8548654317856,643.0928773880005,0.0007839096942916512,243.07812356948853,556.4871455430984,0.0022751258220523596,241.97865343093872,557.8540343046188,0.002285327296704054,247.05840349197388,564.3989227712154,0.003268084255978465,1790.8746342658997,1071.9659748077393,0.0010730813955888152,0.8811004161834717,1022.8267478942871,0.002575921593233943,240.37063026428223,560.1836094856262,0.0021329151932150126,455.72309255599976,1034.030141234398,0.005492737516760826,242.8591752052307,556.7891880273819,0.005942325573414564,243.1326494216919,560.5749549865723,0.0011213264660909772,1790.4437673091888,1073.222511291504,0.004348783753812313,241.9996738433838,562.3389730453491,0.0015192044666036963,249.04532766342163,557.1807699203491,0.001238093595020473,252.7379692196846,565.4062042236328,0.00043620794895105064,1488.0140058994293,1056.0952758789062,0.0005846499116159976,2.6954065561294556,1009.3896870613098,0.0015345972497016191,943.7407021522522,641.3971829414368,0.2844814360141754
4,1421.5938740968704,696.7516884803772,0.007172809448093176,1419.6986110806465,696.9471774101257,0.00892205722630024,1433.3458714485168,692.7733454108238,0.008687456138432026,1423.9972038269043,695.5982871055603,0.004816906526684761,1424.5931339263916,695.2074565887451,0.009973187930881977,1423.7386300563812,694.9286589622498,0.007292003370821476,1428.2960593104362,690.0194584131241,0.007347999606281519,1422.7427563667297,696.56693816185,0.011853125877678394,247.0425193309784,564.3231593966484,0.0032504701521247625,1424.855567932129,694.6199388504028,0.00600077398121357,1422.4506177902222,697.5818612575531,0.0073792533949017525,1420.7517669796944,693.4146007299423,0.02197342738509178,1417.975064754486,695.4019865989685,0.010013763792812824,1421.626365661621,698.2640334367752,0.015926841646432877,1423.4610273838043,697.0248439311981,0.006497824098914862,1421.7390987873077,696.0154583454132,0.010097380727529526,1420.1180929541588,695.1431493759155,0.017848236486315727,1421.6640475988388,697.4984419345856,0.00562996044754982,1425.776315689087,698.1809175014496,0.004394230432808399,1424.6412620544434,694.4573020935059,0.00445753475651145,1421.1951304674149,694.7531290054321,0.00412022415548563,1425.7295339107513,694.2824733257294,0.7879816293716431
5,8.36561107635498,429.0968509912491,0.09772614389657974,10.078657150268555,428.9498528242111,0.026001935824751854,-3.866456985473633,435.950436450541,0.02182921953499317,-1.6963505744934082,493.8421709537506,0.01033367682248354,3.0603994727134705,498.40799617767334,0.01914847642183304,4.021785126999021,505.36052417755127,0.03364720195531845,1448.2050273418427,689.1011476516724,0.0039696842432022095,242.0785837173462,557.9235662221909,0.0026091644540429115,246.86732745170593,564.4440807402134,0.004213160835206509,1790.8977789878845,1071.979101896286,0.0011958230752497911,5.627191185951233,505.9511947631836,0.06056758016347885,3.501408636569977,493.0417546033859,0.016749422997236252,2.1237481832504272,493.04469871520996,0.005551251117140055,242.99402332305908,556.6938352584839,0.007093069143593311,3.2387943863868713,486.6418731212616,0.040266670286655426,9.686278104782104,498.2260880470276,0.7811082601547241,12.737381517887115,503.79090690612793,0.932296097278595,1449.9506962299347,687.1830303668976,0.003513005329295993,0.12653684616088867,491.8106197118759,0.0016155175399035215,0.4487037658691406,492.5358629822731,0.0014957085950300097,4.661651134490967,506.39155864715576,0.007582244463264942,1442.9257704019547,692.3206523358822,0.4523704946041107
6,19.79447092115879,429.464280128479,0.14717617630958557,2.958123207092285,1003.9816014338285,0.004036035388708115,1.5317246913909912,438.7884340286255,0.5338783860206604,0.6280269622802734,446.7471299171448,0.03052823431789875,4.27296057343483,496.13728857040405,0.013061843812465668,7.9104602336883545,501.6327978372574,0.0432884581387043,4.962022006511688,427.50155651569366,0.009023698978126049,5.190411448478699,433.61579394340515,0.00283600389957428,246.86637091636658,564.3636492192745,0.004382781684398651,243.24401760101318,561.4656777381897,0.0010812635300680995,4.352297246456146,503.2786259651184,0.01720387302339077,240.40666580200195,562.8688917160034,0.002731326501816511,455.3347969055176,1034.0854668617249,0.004537818022072315,242.96908855438232,556.7280563116074,0.0068206787109375,13.261845588684082,488.8810474872589,0.026548758149147034,19.114203572273254,499.68542060256004,0.6386848092079163,20.373946845531464,498.9623689651489,0.19603119790554047,249.02575588226318,556.9067927598953,0.0018339769449084997,1.9802076816558838,486.59633684158325,0.001292807632125914,1.5633676052093506,491.85260328650475,0.0007899954216554761,16.50193214416504,500.4683620631695,0.007638916838914156,1462.9231507778168,695.621285200119,0.36270642280578613
7,34.36099994182587,430.7674036026001,0.9758849143981934,37.33863031864166,430.28787660598755,0.0510723702609539,2.3171967267990112,443.81346459686756,0.884765625,-1.6036524772644043,476.97730284929276,0.04958949238061905,9.353484869003296,499.0135246515274,0.559343159198761,15.776050806045532,511.88651061058044,0.9762718677520752,4.92453396320343,437.00573348999023,0.0037879308219999075,5.196401119232178,442.4448422193527,0.004034504294395447,4.29554882645607,489.00187373161316,0.030208807438611984,6.876621723175049,495.39966106414795,0.008021492511034012,3.533481866121292,509.5624189376831,0.011073492467403412,240.39884281158447,563.0680751204491,0.0017304914072155952,454.9160704612732,1032.9528243541718,0.009382395073771477,942.9436807632446,637.2965426445007,0.004705649334937334,15.482239723205566,490.476850271225,0.9848426580429077,33.285574197769165,496.32755160331726,0.9971265196800232,43.575164437294006,507.5636380016804,0.9948033690452576,-0.6442117691040039,497.6565189361572,0.002358810044825077,5.011865019798279,497.43383502960205,0.0034919290337711573,2.5499740839004517,503.4200358390808,0.03935323655605316,21.71823251247406,513.0783066749573,0.08763451874256134,944.1080369949341,641.1338725090027,0.5003035068511963
